31404364,7120224687
31404364,313157654
31404364,7112240026
31404364,7120224692
7120224687,7112240050
7112240050,7112240049
7112240049,7123481411
7123481411,313157656
313157656,313157659
313157659,31404365
31404365,1280377626
1280377626,313157654
313157654,7112240047
313157654,1213060725
7112240047,7112240051
7112240051,1280377624
1280377624,31404366
31404366,31404367
31404367,31404363
31404367,7120224688
31451750,313316730
31451750,7273047832
31451750,245411481
313316730,245411483
245411483,245004114
245411483,245411480
245411483,245411472
245004114,245004115
245004114,245411482
245004114,245411472
245004115,313158259
245004120,7112240058
7112240058,7037192308
7037192308,7037192307
7037192308,7112240052
7037192307,7112240055
7112240055,245004124
7112240055,245411453
245004124,7037104959
7112240052,7112240056
7112240056,245411454
245411454,7115662747
245411454,7115662749
1215519795,7365617927
7365617927,7365570458
8214469912,245411470
8214469912,8214388994
245411470,6820696987
6820696987,245411471
245411471,245411482
245411482,7113033361
245411472,7108628060
245411472,245411491
7108628060,31451751
31451751,7108628061
31451751,7047823175
31451751,245411475
31451751,7405091582
7108628061,245411474
245411474,245411475
245411475,7273047832
245411478,7113033361
245411478,7113033359
245411478,7108628066
7113033358,7113033359
7113033359,245411480
7113033359,245411477
245411480,7108628067
245411480,245411481
245411491,7405091582
245411491,7038604367
3818064923,8942685447
3818064923,7115643743
3818064923,11544125966
8942685447,6902231372
6902231372,245411508
245411508,245411509
245411509,1280377647
1280377647,11544125966
1280377647,7118241037
313158259,245411469
245411469,245411497
245411469,245411468
245411469,8214388994
245411497,245411464
245411497,245411468
245411464,6568643644
245411464,245411466
245411464,7365570458
6568643644,245004117
245004117,1280377578
1886411780,2127917117
1886411780,2127917119
2127917117,2127917115
2127917115,2127917119
2127917119,2895270996
7112240026,6568643642
6568643642,1280377578
1280377578,1832648471
7120192445,7120192452
7120192452,7120192451
245411481,245411477
7108628066,7113033360
7113033360,3350449614
3350449614,7108628067
31404361,8156274360
8156274360,7535556147
7535556147,31404360
31404360,31404358
245411466,7047823176
245411466,245411467
245411466,2127917103
7120224688,7120224692
31404358,7055172851
31404358,8243547362
1832648471,245004119
1832648471,6185709507
245004119,6568643640
245004119,6568643641
6568643640,31451759
7295582557,2127917116
7295582557,249261827
2127917116,2068264822
2068264822,2521125582
2521125582,7195144048
2521125582,7235284139
249261827,7295582555
7295582555,249261828
2127917103,7118282039
2127917103,31451760
2127917103,10163996199
7118282039,7118282038
7118282038,7118282037
7118282037,245411459
245411459,6568643641
1215519141,2127917109
2127917109,2895270995
2895270995,2127917122
2127917122,7295582554
7295582554,2127917121
2127917121,2895270996
2895270996,2895270994
7235284138,2521125579
7235284138,7235284139
2521125579,2521125578
2521125579,7348644894
2521125578,2521125580
2521125580,2521125577
2521125580,7365570478
7365570478,6885197123
6885197123,6885197122
31451760,7115662750
7115662750,7115662745
7115662745,7115662751
7115662751,7115662753
7115662753,7115662747
7115662749,7038604369
7115662749,7115662742
7038604369,10163996200
10163996200,7047823178
7038604367,7038604368
7038604367,9581745330
7038604368,7405091583
7038604368,245411468
7405091583,245411467
7231416959,7231416958
7231416958,2097831389
2097831389,1215520055
1215520055,3350449606
3350449606,245004113
7188265399,7115643743
7188265399,7273039872
7115643743,7047993553
7115643743,7047993552
7120192451,7124910516
7365570458,388528852
7370325769,6885197122
6885197122,6885197121
6885197122,6885197124
6885197124,2545781195
2545781195,2545781197
2545781197,2545781199
7118241037,7037104960
7037104960,7037104962
9581745330,8496758349
245411468,245411467
7047823177,7047823178
7047823177,7112443020
7047823178,10163996199
245411453,7112240054
7112240054,7115662742
7055172864,7389038049
7389038049,7389038048
7389038048,7055172860
7124910516,7273039872
7273039872,7273039873
7273039870,7273039869
7273039868,7273039871
7273039875,7273039874
7273039874,7273039873
7348644894,7348644895
4444214002,7348644895
8243547362,11057563466
11057563466,8243547361
8243547361,8243547360
8243547360,7055172854
1280377636,8496758349
245004098,11356944168
11356944168,11356944167
11356944167,11356944166
11356944166,11356944165
11356944165,11356944164
11356944164,11356944163
11356944163,11356944162
11356944162,7108797192
2926060005,798211795
798211795,11543896362
11543896362,11543896360
11543896360,11543896361
3344424273,798211898
798211898,11547122783
11547122783,11547122786
11547122786,11547122785
11547122785,11547122784
11547122784,11550971364
11547122784,11550971363
11550971363,11550971362
11550971362,11550971361
11550971361,11550971360
